Season_Yr,Visitor_Team,Visitor_Team_PTS,Home_Team,Home_Team_PTS
2014,Hannover 96,0,Leverkusen,2
2014,FSV Mainz 05,1,Hertha Berlin,3
2014,Wolfsburg,0,Bayern Munich,1
2014,Freiburg,0,Dortmund,5
2014,Schalke 04,3,Hoffenheim,3
2014,Hamburger SV,2,Frankfurt,2
2014,FC Nurnberg,3,Werder Bremen,3
2014,Stuttgart,4,Braunschweig,0
2014,Hertha Berlin,1,Hannover 96,1
2014,Hoffenheim,2,FSV Mainz 05,2
2014,Braunschweig,2,Wolfsburg,0
2014,Werder Bremen,1,Stuttgart,1
2014,Dortmund,0,Monchengladb.,2
2014,FC Augsburg,1,Schalke 04,4
2014,Bayern Munich,1,Leverkusen,1
2014,Hamburger SV,5,FC Nurnberg,0
2014,Frankfurt,1,Freiburg,1
2014,Leverkusen,2,Hoffenheim,1
2014,Schalke 04,3,Braunschweig,2
2014,FC Nurnberg,1,Frankfurt,1
2014,Hannover 96,0,Dortmund,1
2014,Freiburg,0,Werder Bremen,0
2014,FSV Mainz 05,1,Bayern Munich,4
2014,Monchengladb.,0,Hertha Berlin,1
2014,Stuttgart,3,Hamburger SV,3
2014,Wolfsburg,2,FC Augsburg,1
2014,FC Nurnberg,1,Stuttgart,1
2014,Braunschweig,0,FSV Mainz 05,2
2014,Hoffenheim,4,Hannover 96,1
2014,FC Augsburg,1,Leverkusen,2
2014,Dortmund,3,Schalke 04,1
2014,Hertha Berlin,2,Bayern Munich,3
2014,Werder Bremen,0,Wolfsburg,3
2014,Hamburger SV,3,Freiburg,0
2014,Frankfurt,1,Monchengladb.,4
2014,Stuttgart,1,Dortmund,6
2014,Bayern Munich,2,Hoffenheim,1
2014,Schalke 04,2,Hertha Berlin,0
2014,Leverkusen,0,Braunschweig,1
2014,Freiburg,3,FC Nurnberg,0
2014,Monchengladb.,2,Hamburger SV,0
2014,Wolfsburg,2,Frankfurt,1
2014,FSV Mainz 05,1,FC Augsburg,2
2014,Hannover 96,2,Werder Bremen,3
2014,Braunschweig,0,Hannover 96,0
2014,Hertha Berlin,3,Hoffenheim,2
2014,Hamburger SV,3,Leverkusen,5
2014,Werder Bremen,1,Schalke 04,3
2014,FC Augsburg,0,Bayern Munich,3
2014,Dortmund,1,Wolfsburg,2
2014,FC Nurnberg,1,Monchengladb.,3
2014,Frankfurt,0,FSV Mainz 05,1
2014,Stuttgart,3,Freiburg,1
2014,Monchengladb.,2,Stuttgart,0
2014,Wolfsburg,1,FC Nurnberg,1
2014,Schalke 04,3,Frankfurt,3
2014,Freiburg,1,Braunschweig,0
2014,Leverkusen,1,Hertha Berlin,0
2014,Hoffenheim,0,FC Augsburg,2
2014,Bayern Munich,3,Dortmund,0
2014,Hannover 96,1,Hamburger SV,3
2014,FSV Mainz 05,3,Werder Bremen,2
2014,Hamburger SV,1,Wolfsburg,1
2014,FC Augsburg,0,Hertha Berlin,0
2014,Dortmund,3,FSV Mainz 05,1
2014,Werder Bremen,4,Hoffenheim,4
2014,FC Nurnberg,0,Leverkusen,3
2014,Braunschweig,0,Bayern Munich,2
2014,Stuttgart,0,Schalke 04,3
2014,Frankfurt,0,Hannover 96,2
2014,Freiburg,0,Monchengladb.,1
2014,FSV Mainz 05,1,FC Nurnberg,1
2014,Hoffenheim,2,Frankfurt,1
2014,FC Augsburg,1,Hamburger SV,0
2014,Hannover 96,2,Stuttgart,4
2014,Schalke 04,1,Monchengladb.,2
2014,Bayern Munich,7,Werder Bremen,0
2014,Leverkusen,1,Dortmund,0
2014,Wolfsburg,3,Freiburg,0
2014,Hertha Berlin,2,Braunschweig,0
2014,Werder Bremen,2,Hertha Berlin,3
2014,FC Nurnberg,3,Hannover 96,3
2014,Braunschweig,1,FC Augsburg,4
2014,Monchengladb.,0,FSV Mainz 05,0
2014,Dortmund,2,Hoffenheim,2
2014,Hamburger SV,1,Bayern Munich,3
2014,Stuttgart,1,Wolfsburg,3
2014,Freiburg,0,Schalke 04,2
2014,Frankfurt,1,Leverkusen,0
2014,FC Augsburg,1,Frankfurt,1
2014,Hertha Berlin,2,Dortmund,1
2014,Leverkusen,0,Werder Bremen,1
2014,Hannover 96,1,Freiburg,2
2014,FSV Mainz 05,3,Hamburger SV,2
2014,Hoffenheim,0,Braunschweig,1
2014,Schalke 04,0,FC Nurnberg,0
2014,Wolfsburg,2,Monchengladb.,2
2014,Bayern Munich,2,Monchengladb.,0
2014,FSV Mainz 05,2,Stuttgart,1
2014,Hannover 96,3,Wolfsburg,1
2014,Hoffenheim,0,FC Nurnberg,4
2014,Leverkusen,2,Freiburg,3
2014,FC Augsburg,2,Dortmund,2
2014,Hertha Berlin,0,Frankfurt,1
2014,Braunschweig,0,Werder Bremen,0
2014,Schalke 04,3,Hamburger SV,0
2014,Bayern Munich,2,Stuttgart,1
2014,Dortmund,2,Braunschweig,1
2014,Hamburger SV,0,Hoffenheim,3
2014,Werder Bremen,1,FC Augsburg,3
2014,Freiburg,0,FSV Mainz 05,2
2014,Stuttgart,1,Leverkusen,2
2014,Wolfsburg,1,Schalke 04,2
2014,Monchengladb.,1,Hannover 96,3
2014,FC Nurnberg,3,Hertha Berlin,1
2014,Frankfurt,0,Bayern Munich,5
2014,Leverkusen,1,Monchengladb.,0
2014,Bayern Munich,2,FC Nurnberg,0
2014,Braunschweig,0,Frankfurt,3
2014,Hoffenheim,1,Freiburg,1
2014,Dortmund,5,Werder Bremen,1
2014,FSV Mainz 05,0,Wolfsburg,3
2014,Hertha Berlin,3,Hamburger SV,0
2014,FC Augsburg,4,Stuttgart,1
2014,Hannover 96,0,Schalke 04,2
2014,Hannover 96,0,FSV Mainz 05,2
2014,Frankfurt,0,Dortmund,4
2014,Freiburg,0,Bayern Munich,4
2014,Monchengladb.,1,Werder Bremen,1
2014,Stuttgart,1,Hoffenheim,4
2014,Hamburger SV,2,Braunschweig,4
2014,Schalke 04,2,Leverkusen,1
2014,FC Nurnberg,1,FC Augsburg,0
2014,Wolfsburg,2,Hertha Berlin,1
2014,FSV Mainz 05,0,Schalke 04,0
2014,Hertha Berlin,2,Stuttgart,1
2014,Braunschweig,1,FC Nurnberg,2
2014,FC Augsburg,4,Freiburg,2
2014,Dortmund,0,Hamburger SV,3
2014,Hoffenheim,2,Monchengladb.,2
2014,Leverkusen,1,Wolfsburg,3
2014,Werder Bremen,0,Frankfurt,0
2014,Bayern Munich,4,Hannover 96,0
2014,Freiburg,0,Hertha Berlin,0
2014,FC Nurnberg,0,Dortmund,3
2014,Monchengladb.,1,Braunschweig,1
2014,Hannover 96,1,FC Augsburg,1
2014,Hamburger SV,0,Werder Bremen,1
2014,FSV Mainz 05,1,Leverkusen,0
2014,Schalke 04,1,Bayern Munich,5
2014,Wolfsburg,2,Hoffenheim,6
2014,Stuttgart,1,Frankfurt,2
2014,FC Augsburg,2,Monchengladb.,1
2014,Bayern Munich,6,Wolfsburg,1
2014,Frankfurt,1,Hamburger SV,1
2014,Hoffenheim,0,Schalke 04,4
2014,Leverkusen,1,Hannover 96,1
2014,Braunschweig,2,Stuttgart,2
2014,Werder Bremen,2,FC Nurnberg,0
2014,Dortmund,1,Freiburg,0
2014,Hertha Berlin,1,FSV Mainz 05,1
2014,Schalke 04,2,FC Augsburg,1
2014,Hannover 96,3,Hertha Berlin,0
2014,Wolfsburg,1,Braunschweig,1
2014,Stuttgart,1,Werder Bremen,1
2014,Monchengladb.,2,Dortmund,1
2014,FSV Mainz 05,4,Hoffenheim,2
2014,Leverkusen,1,Bayern Munich,2
2014,FC Nurnberg,1,Hamburger SV,2
2014,Freiburg,4,Frankfurt,1
2014,Werder Bremen,1,Freiburg,3
2014,Hamburger SV,0,Stuttgart,1
2014,FC Augsburg,1,Wolfsburg,1
2014,Bayern Munich,2,FSV Mainz 05,0
2014,Braunschweig,1,Schalke 04,3
2014,Dortmund,3,Hannover 96,0
2014,Hertha Berlin,0,Monchengladb.,3
2014,Frankfurt,5,FC Nurnberg,2
2014,Hoffenheim,3,Leverkusen,2
2014,Schalke 04,0,Dortmund,0
2014,Wolfsburg,3,Werder Bremen,1
2014,Bayern Munich,3,Hertha Berlin,1
2014,FSV Mainz 05,1,Braunschweig,3
2014,Hannover 96,1,Hoffenheim,3
2014,Monchengladb.,0,Frankfurt,1
2014,Leverkusen,3,FC Augsburg,1
2014,Stuttgart,0,FC Nurnberg,2
2014,Freiburg,1,Hamburger SV,1
2014,Hertha Berlin,0,Schalke 04,2
2014,Braunschweig,1,Leverkusen,1
2014,FC Augsburg,0,FSV Mainz 05,3
2014,Frankfurt,1,Wolfsburg,2
2014,Hoffenheim,3,Bayern Munich,3
2014,Dortmund,3,Stuttgart,2
2014,FC Nurnberg,2,Freiburg,3
2014,Hamburger SV,1,Monchengladb.,3
2014,Werder Bremen,2,Hannover 96,1
2014,Leverkusen,1,Hamburger SV,2
2014,FSV Mainz 05,0,Frankfurt,2
2014,Monchengladb.,2,FC Nurnberg,0
2014,Schalke 04,1,Werder Bremen,1
2014,Freiburg,0,Stuttgart,2
2014,Bayern Munich,0,FC Augsburg,1
2014,Wolfsburg,1,Dortmund,2
2014,Hannover 96,0,Braunschweig,3
2014,Hoffenheim,1,Hertha Berlin,1
2014,Frankfurt,0,Schalke 04,2
2014,FC Nurnberg,1,Wolfsburg,4
2014,Werder Bremen,0,FSV Mainz 05,3
2014,Braunschweig,0,Freiburg,2
2014,Stuttgart,1,Monchengladb.,1
2014,Hamburger SV,1,Hannover 96,2
2014,Dortmund,3,Bayern Munich,0
2014,Hertha Berlin,1,Leverkusen,2
2014,FC Augsburg,0,Hoffenheim,2
2014,Hannover 96,3,Frankfurt,2
2014,Monchengladb.,2,Freiburg,4
2014,Bayern Munich,2,Braunschweig,0
2014,Hertha Berlin,0,FC Augsburg,0
2014,Hoffenheim,1,Werder Bremen,3
2014,FSV Mainz 05,2,Dortmund,4
2014,Wolfsburg,3,Hamburger SV,1
2014,Leverkusen,4,FC Nurnberg,1
2014,Schalke 04,1,Stuttgart,3
2014,Stuttgart,0,Hannover 96,0
2014,Frankfurt,0,Hoffenheim,0
2014,FC Nurnberg,0,FSV Mainz 05,2
2014,Braunschweig,0,Hertha Berlin,2
2014,Werder Bremen,2,Bayern Munich,5
2014,Freiburg,2,Wolfsburg,2
2014,Dortmund,2,Leverkusen,2
2014,Hamburger SV,1,FC Augsburg,3
2014,Monchengladb.,1,Schalke 04,0
2014,Schalke 04,2,Freiburg,0
2014,Leverkusen,2,Frankfurt,0
2014,Bayern Munich,4,Hamburger SV,1
2014,Hannover 96,2,FC Nurnberg,0
2014,Hertha Berlin,0,Werder Bremen,2
2014,Wolfsburg,2,Stuttgart,1
2014,FSV Mainz 05,1,Monchengladb.,3
2014,Hoffenheim,2,Dortmund,3
2014,FC Augsburg,1,Braunschweig,0
2014,Dortmund,4,Hertha Berlin,0
2014,Stuttgart,0,Bayern Munich,1
2014,FC Nurnberg,1,Schalke 04,4
2014,Werder Bremen,1,Leverkusen,2
2014,Freiburg,2,Hannover 96,3
2014,Monchengladb.,1,Wolfsburg,3
2014,Braunschweig,1,Hoffenheim,3
2014,Hamburger SV,2,FSV Mainz 05,3
2014,Frankfurt,1,FC Augsburg,2
2015,Wolfsburg,1,Bayern Munich,2
2015,FC Augsburg,0,Hoffenheim,2
2015,Schalke 04,1,Hannover 96,2
2015,Werder Bremen,2,Hertha Berlin,2
2015,Freiburg,0,Frankfurt,1
2015,Hamburger SV,0,FC Koln,0
2015,Leverkusen,2,Dortmund,0
2015,FSV Mainz 05,2,Paderborn,2
2015,Stuttgart,1,Monchengladb.,1
2015,Dortmund,3,FC Augsburg,2
2015,Hertha Berlin,2,Leverkusen,4
