ID,League,Date,Time,Matchup_US_P,Visitor_Team,Home_Team,Visitor_Odd,Draw_Odd,Home_Odd,Bookies_choice,Sibyl,Confidence,Divergence_Y/N,Visi_Team_PTS,Home_Team_PTS,True_Result,Winner_Odd
156,premier-league,2016-09-17,15:00,Burnley @ Leicester City,Burnley,Leicester City,7.61,4.47,1.48,Leicester City,Leicester City,0.436,N,0,3,Leicester City,1.48
157,premier-league,2016-09-17,15:00,Bournemouth @ Manchester City,Bournemouth,Manchester City,12.5,6.63,1.25,Manchester City,Manchester City,0.602,N,0,4,Manchester City,1.25
158,premier-league,2016-09-17,15:00,West Ham Utd @ West Bromwich,West Ham Utd,West Bromwich,2.72,3.21,2.83,West Ham Utd,West Bromwich,0.552,Y,2,4,West Bromwich,2.83
159,premier-league,2016-09-17,15:00,Arsenal @ Hull City,Arsenal,Hull City,1.62,4.08,5.93,Arsenal,Arsenal,0.567,N,4,1,Arsenal,1.62
160,laliga,2016-09-17,15:15,Sporting Gijon @ Atletico Madrid,Sporting Gijon,Atletico Madrid,18.48,6.94,1.19,Atletico Madrid,Atletico Madrid,0.618,N,0,5,Atletico Madrid,1.19
161,ligue-1,2016-09-17,16:00,Rennes @ Monaco,Rennes,Monaco,4.87,3.61,1.78,Monaco,Monaco,0.57,N,0,3,Monaco,1.78
162,serie-a,2016-09-17,17:00,Pescara @ Lazio Roma,Pescara,Lazio Roma,6.87,4.4,1.5,Lazio Roma,Lazio Roma,0.631,N,0,3,Lazio Roma,1.5
163,bundesliga,2016-09-17,17:30,Werder Bremen @ Monchengladb.,Werder Bremen,Monchengladb.,6.93,4.98,1.44,Monchengladb.,Monchengladb.,0.565,N,1,4,Monchengladb.,1.44
164,laliga,2016-09-17,17:30,FC Sevilla @ Eibar,FC Sevilla,Eibar,2.5,3.34,2.93,FC Sevilla,Eibar,0.379,Y,1,1,Draw,3.34
165,premier-league,2016-09-17,17:30,Middlesbrough @ Everton,Middlesbrough,Everton,6.11,3.88,1.63,Everton,Everton,0.555,N,1,3,Everton,1.63
166,ligue-1,2016-09-17,19:00,Angers @ Bordeaux,Angers,Bordeaux,5.15,3.44,1.79,Bordeaux,Bordeaux,0.503,N,1,0,Angers,5.15
167,ligue-1,2016-09-17,19:00,Nantes @ Nancy,Nantes,Nancy,3.67,2.97,2.3,Nancy,Nancy,0.473,N,1,1,Draw,2.97
168,ligue-1,2016-09-17,19:00,Lille @ Lorient,Lille,Lorient,2.24,3.19,3.52,Lille,Lorient,0.427,Y,0,1,Lorient,3.52
169,ligue-1,2016-09-17,19:00,Metz @ Dijon,Metz,Dijon,4.03,3.49,1.96,Dijon,Dijon,0.443,N,0,0,Draw,3.49
170,ligue-1,2016-09-17,19:00,Guingamp @ Toulouse,Guingamp,Toulouse,3.79,3.28,2.11,Toulouse,Toulouse,0.433,N,1,2,Toulouse,2.11
171,laliga,2016-09-17,19:45,Malaga @ Las Palmas,Malaga,Las Palmas,3.41,3.39,2.21,Las Palmas,Las Palmas,0.461,N,0,1,Las Palmas,2.21
172,serie-a,2016-09-17,19:45,Bologna @ Napoli,Bologna,Napoli,12.15,5.96,1.26,Napoli,Napoli,0.564,N,1,3,Napoli,1.26
173,laliga,2016-09-18,11:00,Celta Vigo @ Osasuna,Celta Vigo,Osasuna,2.32,3.22,3.37,Celta Vigo,Celta Vigo,0.444,N,0,0,Draw,3.22
174,serie-a,2016-09-18,11:30,Chievo @ Udinese,Chievo,Udinese,3.53,3.15,2.27,Udinese,Udinese,0.423,N,2,1,Chievo,3.53
175,premier-league,2016-09-18,12:00,Manchester Utd @ Watford,Manchester Utd,Watford,1.56,4.2,6.43,Manchester Utd,Watford,0.442,Y,1,3,Watford,6.43
176,serie-a,2016-09-18,14:00,Empoli @ Torino,Empoli,Torino,5.75,3.68,1.68,Torino,Torino,0.576,N,0,0,Draw,3.68
177,serie-a,2016-09-18,14:00,Palermo @ Crotone,Palermo,Crotone,2.6,3.15,2.95,Palermo,Crotone,0.452,Y,1,1,Draw,3.15
178,serie-a,2016-09-18,14:00,Atalanta @ Cagliari,Atalanta,Cagliari,3.1,3.27,2.42,Cagliari,Atalanta,0.434,Y,0,3,Cagliari,2.42
179,serie-a,2016-09-18,14:00,Genoa @ Sassuolo,Genoa,Sassuolo,3.2,3.21,2.4,Sassuolo,Sassuolo,0.374,N,0,2,Sassuolo,2.4
180,ligue-1,2016-09-18,14:00,Nice @ Montpellier,Nice,Montpellier,3.52,3.33,2.17,Montpellier,Nice,0.556,Y,1,1,Draw,3.33
181,premier-league,2016-09-18,14:15,Stoke City @ Crystal Palace,Stoke City,Crystal Palace,3.82,3.4,2.09,Crystal Palace,Crystal Palace,0.432,N,1,4,Crystal Palace,2.09
182,premier-league,2016-09-18,14:15,Swansea City @ Southampton,Swansea City,Southampton,5.68,3.88,1.67,Southampton,Southampton,0.583,N,0,1,Southampton,1.67
183,laliga,2016-09-18,15:15,Valencia @ Athletic Bilbao,Valencia,Athletic Bilbao,4.42,3.67,1.85,Athletic Bilbao,Athletic Bilbao,0.576,N,1,2,Athletic Bilbao,1.85
184,ligue-1,2016-09-18,16:00,Bastia @ Saint-Etienne,Bastia,Saint-Etienne,5.66,3.4,1.75,Saint-Etienne,Saint-Etienne,0.555,N,0,1,Saint-Etienne,1.75
185,bundesliga,2016-09-18,16:30,Schalke 04 @ Hertha Berlin,Schalke 04,Hertha Berlin,2.66,3.33,2.74,Schalke 04,Hertha Berlin,0.558,Y,0,2,Hertha Berlin,2.74
186,premier-league,2016-09-18,16:30,Sunderland @ Tottenham,Sunderland,Tottenham,10.18,5.52,1.33,Tottenham,Tottenham,0.63,N,0,1,Tottenham,1.33
187,serie-a,2016-09-18,17:00,Juventus @ Inter Milan,Juventus,Inter Milan,1.89,3.4,4.64,Juventus,Juventus,0.528,N,1,2,Inter Milan,4.64
188,laliga,2016-09-18,17:30,Real Sociedad @ Villarreal,Real Sociedad,Villarreal,5.02,3.38,1.84,Villarreal,Villarreal,0.487,N,1,2,Villarreal,1.84
189,laliga,2016-09-18,19:45,Real Madrid @ Espanyol,Real Madrid,Espanyol,1.41,5.0,7.81,Real Madrid,Real Madrid,0.547,N,2,0,Real Madrid,1.41
190,serie-a,2016-09-18,19:45,AS Roma @ Fiorentina,AS Roma,Fiorentina,2.42,3.41,2.99,AS Roma,Fiorentina,0.42,Y,0,1,Fiorentina,2.99
191,ligue-1,2016-09-18,19:45,Lyon @ Marseille,Lyon,Marseille,2.84,3.27,2.59,Marseille,Marseille,0.417,N,0,0,Draw,3.27
192,laliga,2016-09-19,19:45,Deportivo @ Alaves,Deportivo,Alaves,3.47,3.05,2.36,Alaves,Alaves,0.504,N,0,0,Draw,3.05
193,ligue-1,2016-09-20,18:00,Toulouse @ Lille,Toulouse,Lille,3.68,3.09,2.22,Lille,Toulouse,0.446,Y,2,1,Toulouse,3.68
194,bundesliga,2016-09-20,19:00,Hoffenheim @ Darmstadt,Hoffenheim,Darmstadt,2.01,3.71,3.69,Hoffenheim,Hoffenheim,0.555,N,1,1,Draw,3.71
195,bundesliga,2016-09-20,19:00,Frankfurt @ Ingolstadt,Frankfurt,Ingolstadt,3.95,3.36,2.03,Ingolstadt,Frankfurt,0.589,Y,2,0,Frankfurt,3.95
196,bundesliga,2016-09-20,19:00,Hamburger SV @ Freiburg,Hamburger SV,Freiburg,3.5,3.49,2.14,Freiburg,Freiburg,0.566,N,0,1,Freiburg,2.14
197,bundesliga,2016-09-20,19:00,Dortmund @ Wolfsburg,Dortmund,Wolfsburg,1.74,4.03,4.6,Dortmund,Dortmund,0.501,N,5,1,Dortmund,1.74
198,laliga,2016-09-20,19:00,Eibar @ Malaga,Eibar,Malaga,5.17,3.43,1.8,Malaga,Malaga,0.454,N,1,2,Malaga,1.8
199,serie-a,2016-09-20,19:45,Lazio Roma @ AC Milan,Lazio Roma,AC Milan,3.38,3.32,2.26,AC Milan,AC Milan,0.468,N,0,2,AC Milan,2.26
200,ligue-1,2016-09-20,20:00,Dijon @ Paris SG,Dijon,Paris SG,23.61,9.99,1.11,Paris SG,Paris SG,0.596,N,0,3,Paris SG,1.11
201,laliga,2016-09-20,21:00,Real Betis @ FC Sevilla,Real Betis,FC Sevilla,6.26,4.41,1.53,FC Sevilla,FC Sevilla,0.576,N,0,1,FC Sevilla,1.53
202,serie-a,2016-09-21,17:30,Sampdoria @ Bologna,Sampdoria,Bologna,3.55,3.16,2.26,Bologna,Bologna,0.447,N,0,2,Bologna,2.26
203,ligue-1,2016-09-21,18:00,Lorient @ Guingamp,Lorient,Guingamp,4.18,3.38,1.97,Guingamp,Guingamp,0.622,N,0,1,Guingamp,1.97
204,ligue-1,2016-09-21,18:00,Saint-Etienne @ Nantes,Saint-Etienne,Nantes,3.0,2.95,2.7,Nantes,Saint-Etienne,0.389,Y,0,0,Draw,2.95
205,ligue-1,2016-09-21,18:00,Monaco @ Nice,Monaco,Nice,2.23,3.29,3.43,Monaco,Nice,0.494,Y,0,4,Nice,3.43
206,ligue-1,2016-09-21,18:00,Caen @ Angers,Caen,Angers,3.6,3.15,2.23,Angers,Angers,0.538,N,1,2,Angers,2.23
207,ligue-1,2016-09-21,18:00,Bordeaux @ Metz,Bordeaux,Metz,2.38,3.28,3.14,Bordeaux,Metz,0.414,Y,3,0,Bordeaux,2.38
208,ligue-1,2016-09-21,18:00,Montpellier @ Lyon,Montpellier,Lyon,5.16,3.81,1.71,Lyon,Lyon,0.542,N,1,5,Lyon,1.71
209,ligue-1,2016-09-21,18:00,Nancy @ Bastia,Nancy,Bastia,3.66,3.0,2.29,Bastia,Bastia,0.468,N,0,0,Draw,3.0
210,bundesliga,2016-09-21,19:00,Augsburg @ Leverkusen,Augsburg,Leverkusen,6.97,4.64,1.47,Leverkusen,Leverkusen,0.513,N,0,0,Draw,4.64
211,bundesliga,2016-09-21,19:00,FC Koln @ Schalke 04,FC Koln,Schalke 04,3.42,3.37,2.22,Schalke 04,FC Koln,0.42,Y,3,1,FC Koln,3.42
212,bundesliga,2016-09-21,19:00,Monchengladb. @ RB Leipzig,Monchengladb.,RB Leipzig,3.34,3.51,2.2,RB Leipzig,RB Leipzig,0.603,N,1,1,Draw,3.51
213,bundesliga,2016-09-21,19:00,Hertha Berlin @ Bayern Munich,Hertha Berlin,Bayern Munich,21.87,8.46,1.14,Bayern Munich,Bayern Munich,0.507,N,0,3,Bayern Munich,1.14
214,laliga,2016-09-21,19:00,Sporting Gijon @ Celta Vigo,Sporting Gijon,Celta Vigo,5.82,4.07,1.61,Celta Vigo,Celta Vigo,0.575,N,1,2,Celta Vigo,1.61
215,laliga,2016-09-21,19:00,Villarreal @ Real Madrid,Villarreal,Real Madrid,11.97,6.48,1.25,Real Madrid,Real Madrid,0.56,N,1,1,Draw,6.48
216,serie-a,2016-09-21,19:45,Inter Milan @ Empoli,Inter Milan,Empoli,2.01,3.38,4.09,Inter Milan,Inter Milan,0.436,N,2,0,Inter Milan,2.01
217,serie-a,2016-09-21,19:45,Cagliari @ Juventus,Cagliari,Juventus,17.01,7.15,1.19,Juventus,Juventus,0.638,N,0,4,Juventus,1.19
218,serie-a,2016-09-21,19:45,Fiorentina @ Udinese,Fiorentina,Udinese,2.39,3.19,3.24,Fiorentina,Fiorentina,0.408,N,2,2,Draw,3.19
219,serie-a,2016-09-21,19:45,Crotone @ AS Roma,Crotone,AS Roma,21.87,8.78,1.14,AS Roma,AS Roma,0.664,N,0,4,AS Roma,1.14
220,serie-a,2016-09-21,19:45,Napoli @ Genoa,Napoli,Genoa,1.75,3.78,4.88,Napoli,Napoli,0.394,N,0,0,Draw,3.78
221,serie-a,2016-09-21,19:45,Torino @ Pescara,Torino,Pescara,2.41,3.28,3.13,Torino,Torino,0.548,N,0,0,Draw,3.28
222,serie-a,2016-09-21,19:45,Sassuolo @ Chievo,Sassuolo,Chievo,3.43,3.13,2.33,Chievo,Chievo,0.55,N,1,2,Chievo,2.33
223,serie-a,2016-09-21,19:45,Palermo @ Atalanta,Palermo,Atalanta,6.63,4.05,1.56,Atalanta,Atalanta,0.65,N,1,0,Palermo,6.63
224,ligue-1,2016-09-21,20:00,Marseille @ Rennes,Marseille,Rennes,3.29,3.24,2.32,Rennes,Rennes,0.508,N,2,3,Rennes,2.32
225,laliga,2016-09-21,21:00,Athletic Bilbao @ Granada,Athletic Bilbao,Granada,1.95,3.56,4.12,Athletic Bilbao,Athletic Bilbao,0.538,N,2,1,Athletic Bilbao,1.95
226,laliga,2016-09-21,21:00,Atletico Madrid @ FC Barcelona,Atletico Madrid,FC Barcelona,6.2,4.26,1.56,FC Barcelona,FC Barcelona,0.518,N,1,1,Draw,4.26
227,laliga,2016-09-21,21:00,Las Palmas @ Real Sociedad,Las Palmas,Real Sociedad,4.31,3.6,1.89,Real Sociedad,Real Sociedad,0.531,N,1,4,Real Sociedad,1.89
228,laliga,2016-09-22,19:00,Espanyol @ Osasuna,Espanyol,Osasuna,2.39,3.23,3.22,Espanyol,Espanyol,0.432,N,2,1,Espanyol,2.39
229,laliga,2016-09-22,19:00,Leganes @ Deportivo,Leganes,Deportivo,3.76,3.16,2.19,Deportivo,Deportivo,0.444,N,2,1,Leganes,3.76
230,laliga,2016-09-22,21:00,Alaves @ Valencia,Alaves,Valencia,6.3,4.32,1.55,Valencia,Valencia,0.424,N,1,2,Valencia,1.55
231,bundesliga,2016-09-23,19:30,Freiburg @ Dortmund,Freiburg,Dortmund,14.53,7.38,1.2,Dortmund,Dortmund,0.579,N,1,3,Dortmund,1.2
232,laliga,2016-09-23,19:45,Malaga @ Real Betis,Malaga,Real Betis,3.01,3.19,2.54,Real Betis,Real Betis,0.427,N,0,1,Real Betis,2.54
233,ligue-1,2016-09-23,19:45,Paris SG @ Toulouse,Paris SG,Toulouse,1.47,4.43,7.35,Paris SG,Paris SG,0.463,N,0,2,Toulouse,7.35
234,laliga,2016-09-24,12:00,Real Sociedad @ Eibar,Real Sociedad,Eibar,2.86,3.16,2.68,Eibar,Eibar,0.412,N,0,2,Eibar,2.68
235,premier-league,2016-09-24,12:30,Leicester City @ Manchester Utd,Leicester City,Manchester Utd,5.47,3.9,1.69,Manchester Utd,Manchester Utd,0.564,N,1,4,Manchester Utd,1.69
236,bundesliga,2016-09-24,14:30,Darmstadt @ Augsburg,Darmstadt,Augsburg,5.87,3.84,1.64,Augsburg,Augsburg,0.517,N,0,1,Augsburg,1.64
237,bundesliga,2016-09-24,14:30,Hertha Berlin @ Frankfurt,Hertha Berlin,Frankfurt,3.3,3.19,2.36,Frankfurt,Frankfurt,0.467,N,3,3,Draw,3.19
238,bundesliga,2016-09-24,14:30,Ingolstadt @ Monchengladb.,Ingolstadt,Monchengladb.,4.24,3.42,1.95,Monchengladb.,Monchengladb.,0.564,N,0,2,Monchengladb.,1.95
239,bundesliga,2016-09-24,14:30,Bayern Munich @ Hamburger SV,Bayern Munich,Hamburger SV,1.21,6.96,15.05,Bayern Munich,Bayern Munich,0.666,N,1,0,Bayern Munich,1.21
240,premier-league,2016-09-24,15:00,Manchester City @ Swansea City,Manchester City,Swansea City,1.34,5.68,9.02,Manchester City,Manchester City,0.623,N,3,1,Manchester City,1.34
241,premier-league,2016-09-24,15:00,West Bromwich @ Stoke City,West Bromwich,Stoke City,3.39,3.31,2.29,Stoke City,Stoke City,0.42,N,1,1,Draw,3.31
242,premier-league,2016-09-24,15:00,Hull City @ Liverpool,Hull City,Liverpool,12.88,6.65,1.24,Liverpool,Liverpool,0.654,N,1,5,Liverpool,1.24
243,premier-league,2016-09-24,15:00,Crystal Palace @ Sunderland,Crystal Palace,Sunderland,2.97,3.24,2.58,Sunderland,Sunderland,0.424,N,3,2,Crystal Palace,2.97
244,premier-league,2016-09-24,15:00,Everton @ Bournemouth,Everton,Bournemouth,2.25,3.45,3.35,Everton,Bournemouth,0.41,Y,0,1,Bournemouth,3.35
245,premier-league,2016-09-24,15:00,Tottenham @ Middlesbrough,Tottenham,Middlesbrough,2.06,3.4,3.92,Tottenham,Tottenham,0.527,N,2,1,Tottenham,2.06
246,laliga,2016-09-24,15:15,FC Barcelona @ Sporting Gijon,FC Barcelona,Sporting Gijon,1.24,6.42,13.19,FC Barcelona,FC Barcelona,0.585,N,5,0,FC Barcelona,1.24
247,ligue-1,2016-09-24,16:00,Lyon @ Lorient,Lyon,Lorient,2.01,3.42,3.91,Lyon,Lyon,0.544,N,0,1,Lorient,3.91
248,serie-a,2016-09-24,17:00,Juventus @ Palermo,Juventus,Palermo,1.24,6.18,14.15,Juventus,Juventus,0.674,N,1,0,Juventus,1.24
249,bundesliga,2016-09-24,17:30,Wolfsburg @ Werder Bremen,Wolfsburg,Werder Bremen,1.91,3.84,3.93,Wolfsburg,Werder Bremen,0.408,Y,1,2,Werder Bremen,3.93
250,laliga,2016-09-24,17:30,FC Sevilla @ Athletic Bilbao,FC Sevilla,Athletic Bilbao,4.18,3.44,1.97,Athletic Bilbao,Athletic Bilbao,0.406,N,1,3,Athletic Bilbao,1.97
251,premier-league,2016-09-24,17:30,Chelsea @ Arsenal,Chelsea,Arsenal,3.05,3.44,2.42,Arsenal,Arsenal,0.44,N,0,3,Arsenal,2.42
252,ligue-1,2016-09-24,19:00,Rennes @ Dijon,Rennes,Dijon,3.08,3.1,2.52,Dijon,Rennes,0.392,Y,0,3,Dijon,2.52
253,ligue-1,2016-09-24,19:00,Angers @ Monaco,Angers,Monaco,5.21,3.56,1.75,Monaco,Monaco,0.591,N,1,2,Monaco,1.75
254,ligue-1,2016-09-24,19:00,Caen @ Bordeaux,Caen,Bordeaux,4.82,3.66,1.78,Bordeaux,Bordeaux,0.566,N,0,0,Draw,3.66
255,ligue-1,2016-09-24,19:00,Guingamp @ Bastia,Guingamp,Bastia,3.23,2.93,2.53,Bastia,Guingamp,0.464,Y,0,1,Bastia,2.53
256,ligue-1,2016-09-24,19:00,Metz @ Montpellier,Metz,Montpellier,5.81,3.93,1.62,Montpellier,Montpellier,0.444,N,1,0,Metz,5.81
257,laliga,2016-09-24,19:45,Real Madrid @ Las Palmas,Real Madrid,Las Palmas,1.33,5.68,8.82,Real Madrid,Real Madrid,0.53,N,2,2,Draw,5.68
258,serie-a,2016-09-24,19:45,Chievo @ Napoli,Chievo,Napoli,9.31,4.79,1.38,Napoli,Napoli,0.543,N,0,2,Napoli,1.38
259,laliga,2016-09-25,11:00,Valencia @ Leganes,Valencia,Leganes,2.45,3.3,3.03,Valencia,Leganes,0.491,Y,2,1,Valencia,2.45
260,serie-a,2016-09-25,11:30,AS Roma @ Torino,AS Roma,Torino,2.15,3.48,3.48,AS Roma,Torino,0.421,Y,1,3,Torino,3.48
261,serie-a,2016-09-25,14:00,Udinese @ Sassuolo,Udinese,Sassuolo,3.93,3.3,2.08,Sassuolo,Sassuolo,0.424,N,0,1,Sassuolo,2.08
262,serie-a,2016-09-25,14:00,Empoli @ Lazio Roma,Empoli,Lazio Roma,7.21,4.15,1.52,Lazio Roma,Lazio Roma,0.595,N,0,2,Lazio Roma,1.52
263,serie-a,2016-09-25,14:00,Pescara @ Genoa,Pescara,Genoa,5.56,3.87,1.66,Genoa,Genoa,0.587,N,1,1,Draw,3.87
264,serie-a,2016-09-25,14:00,Bologna @ Inter Milan,Bologna,Inter Milan,7.29,4.53,1.47,Inter Milan,Inter Milan,0.49,N,1,1,Draw,4.53
265,ligue-1,2016-09-25,14:00,Lille @ Saint-Etienne,Lille,Saint-Etienne,3.31,3.03,2.43,Saint-Etienne,Saint-Etienne,0.591,N,1,3,Saint-Etienne,2.43
266,bundesliga,2016-09-25,14:30,Schalke 04 @ Hoffenheim,Schalke 04,Hoffenheim,2.38,3.7,2.86,Schalke 04,Hoffenheim,0.564,Y,1,2,Hoffenheim,2.86
267,laliga,2016-09-25,15:15,Deportivo @ Atletico Madrid,Deportivo,Atletico Madrid,19.35,6.52,1.2,Atletico Madrid,Atletico Madrid,0.598,N,0,1,Atletico Madrid,1.2
268,premier-league,2016-09-25,16:00,Southampton @ West Ham Utd,Southampton,West Ham Utd,2.45,3.39,3.04,Southampton,West Ham Utd,0.399,Y,3,0,Southampton,2.45
269,ligue-1,2016-09-25,16:00,Nice @ Nancy,Nice,Nancy,3.11,3.14,2.47,Nancy,Nice,0.617,Y,1,0,Nice,3.11
270,bundesliga,2016-09-25,16:45,RB Leipzig @ FC Koln,RB Leipzig,FC Koln,3.19,3.3,2.36,FC Koln,RB Leipzig,0.395,Y,1,1,Draw,3.3
271,laliga,2016-09-25,17:30,Osasuna @ Villarreal,Osasuna,Villarreal,9.6,4.79,1.38,Villarreal,Villarreal,0.625,N,1,3,Villarreal,1.38
272,laliga,2016-09-25,19:45,Celta Vigo @ Espanyol,Celta Vigo,Espanyol,3.31,3.33,2.3,Espanyol,Espanyol,0.458,N,2,0,Celta Vigo,3.31
273,serie-a,2016-09-25,19:45,AC Milan @ Fiorentina,AC Milan,Fiorentina,3.5,3.23,2.24,Fiorentina,Fiorentina,0.427,N,0,0,Draw,3.23
274,ligue-1,2016-09-25,19:45,Nantes @ Marseille,Nantes,Marseille,3.88,3.19,2.11,Marseille,Marseille,0.54,N,1,2,Marseille,2.11
275,serie-a,2016-09-26,18:00,Atalanta @ Crotone,Atalanta,Crotone,1.94,3.35,4.39,Atalanta,Atalanta,0.602,N,3,1,Atalanta,1.94
276,laliga,2016-09-26,19:45,Granada @ Alaves,Granada,Alaves,4.4,3.48,1.9,Alaves,Alaves,0.569,N,1,3,Alaves,1.9
277,serie-a,2016-09-26,20:00,Sampdoria @ Cagliari,Sampdoria,Cagliari,3.67,3.35,2.13,Cagliari,Cagliari,0.429,N,1,2,Cagliari,2.13
278,premier-league,2016-09-26,20:00,Watford @ Burnley,Watford,Burnley,2.42,3.16,3.3,Watford,Burnley,0.413,Y,0,2,Burnley,3.3
279,bundesliga,2016-09-30,19:30,Augsburg @ RB Leipzig,Augsburg,RB Leipzig,5.18,3.68,1.74,RB Leipzig,RB Leipzig,0.619,N,1,2,RB Leipzig,1.74
280,laliga,2016-09-30,19:45,Real Betis @ Real Sociedad,Real Betis,Real Sociedad,4.76,3.53,1.84,Real Sociedad,Real Sociedad,0.554,N,0,1,Real Sociedad,1.84
281,ligue-1,2016-09-30,19:45,Guingamp @ Rennes,Guingamp,Rennes,3.89,3.2,2.11,Rennes,Rennes,0.45,N,0,1,Rennes,2.11
282,premier-league,2016-09-30,20:00,Crystal Palace @ Everton,Crystal Palace,Everton,5.14,3.89,1.73,Everton,Everton,0.568,N,1,1,Draw,3.89
283,laliga,2016-10-01,12:00,Leganes @ Granada,Leganes,Granada,3.1,3.23,2.46,Granada,Leganes,0.407,Y,1,0,Leganes,3.1
284,premier-league,2016-10-01,12:30,Liverpool @ Swansea City,Liverpool,Swansea City,1.44,4.98,7.29,Liverpool,Liverpool,0.613,N,2,1,Liverpool,1.44
285,bundesliga,2016-10-01,14:30,Hamburger SV @ Hertha Berlin,Hamburger SV,Hertha Berlin,3.97,3.31,2.05,Hertha Berlin,Hertha Berlin,0.619,N,0,2,Hertha Berlin,2.05
286,bundesliga,2016-10-01,14:30,FC Koln @ Bayern Munich,FC Koln,Bayern Munich,16.07,6.89,1.2,Bayern Munich,Bayern Munich,0.509,N,1,1,Draw,6.89
287,bundesliga,2016-10-01,14:30,Hoffenheim @ Ingolstadt,Hoffenheim,Ingolstadt,3.63,3.42,2.11,Ingolstadt,Hoffenheim,0.599,Y,2,1,Hoffenheim,3.63
288,premier-league,2016-10-01,15:00,Middlesbrough @ West Ham Utd,Middlesbrough,West Ham Utd,3.98,3.43,2.04,West Ham Utd,West Ham Utd,0.442,N,1,1,Draw,3.43
289,premier-league,2016-10-01,15:00,Chelsea @ Hull City,Chelsea,Hull City,1.45,4.74,7.57,Chelsea,Chelsea,0.614,N,2,0,Chelsea,1.45
290,premier-league,2016-10-01,15:00,Bournemouth @ Watford,Bournemouth,Watford,3.09,3.27,2.47,Watford,Watford,0.5,N,2,2,Draw,3.27
291,premier-league,2016-10-01,15:00,West Bromwich @ Sunderland,West Bromwich,Sunderland,3.15,3.15,2.5,Sunderland,West Bromwich,0.434,Y,1,1,Draw,3.15
292,laliga,2016-10-01,15:15,Alaves @ FC Sevilla,Alaves,FC Sevilla,8.56,4.71,1.42,FC Sevilla,FC Sevilla,0.582,N,1,2,FC Sevilla,1.42
293,ligue-1,2016-10-01,16:00,Bordeaux @ Paris SG,Bordeaux,Paris SG,11.65,5.88,1.27,Paris SG,Paris SG,0.558,N,0,2,Paris SG,1.27
294,serie-a,2016-10-01,17:00,Chievo @ Pescara,Chievo,Pescara,2.9,3.14,2.67,Pescara,Chievo,0.476,Y,2,0,Chievo,2.9
295,laliga,2016-10-01,17:30,Las Palmas @ Osasuna,Las Palmas,Osasuna,2.7,3.33,2.71,Las Palmas,Las Palmas,0.451,N,2,2,Draw,3.33
296,ligue-1,2016-10-01,19:00,Bastia @ Nantes,Bastia,Nantes,4.61,3.17,1.96,Nantes,Nantes,0.46,N,0,1,Nantes,1.96
297,ligue-1,2016-10-01,19:00,Montpellier @ Dijon,Montpellier,Dijon,3.07,3.17,2.48,Dijon,Dijon,0.467,N,3,3,Draw,3.17
298,ligue-1,2016-10-01,19:00,Toulouse @ Caen,Toulouse,Caen,2.75,3.15,2.76,Toulouse,Toulouse,0.397,N,0,1,Caen,2.76
299,ligue-1,2016-10-01,19:00,Monaco @ Metz,Monaco,Metz,1.77,3.73,4.77,Monaco,Monaco,0.504,N,7,0,Monaco,1.77
300,ligue-1,2016-10-01,19:00,Nancy @ Lille,Nancy,Lille,5.21,3.36,1.8,Lille,Lille,0.425,N,0,1,Lille,1.8
301,laliga,2016-10-01,19:45,Sporting Gijon @ Deportivo,Sporting Gijon,Deportivo,4.77,3.42,1.86,Deportivo,Deportivo,0.492,N,1,2,Deportivo,1.86
302,serie-a,2016-10-01,19:45,Lazio Roma @ Udinese,Lazio Roma,Udinese,2.47,3.28,3.02,Lazio Roma,Lazio Roma,0.454,N,3,0,Lazio Roma,2.47
303,laliga,2016-10-02,11:00,Atletico Madrid @ Valencia,Atletico Madrid,Valencia,1.86,3.56,4.53,Atletico Madrid,Atletico Madrid,0.463,N,2,0,Atletico Madrid,1.86
304,serie-a,2016-10-02,11:30,Juventus @ Empoli,Juventus,Empoli,1.33,5.1,10.79,Juventus,Juventus,0.652,N,3,0,Juventus,1.33
305,premier-league,2016-10-02,12:00,Stoke City @ Manchester Utd,Stoke City,Manchester Utd,11.54,5.65,1.3,Manchester Utd,Manchester Utd,0.548,N,1,1,Draw,5.65
306,serie-a,2016-10-02,14:00,Napoli @ Atalanta,Napoli,Atalanta,1.71,3.74,5.32,Napoli,Atalanta,0.472,Y,0,1,Atalanta,5.32
307,serie-a,2016-10-02,14:00,Crotone @ Cagliari,Crotone,Cagliari,6.2,3.87,1.62,Cagliari,Cagliari,0.585,N,1,2,Cagliari,1.62
308,serie-a,2016-10-02,14:00,Palermo @ Sampdoria,Palermo,Sampdoria,5.52,3.66,1.71,Sampdoria,Sampdoria,0.603,N,1,1,Draw,3.66
309,serie-a,2016-10-02,14:00,Genoa @ Bologna,Genoa,Bologna,3.04,3.16,2.54,Bologna,Bologna,0.434,N,1,0,Genoa,3.04
310,ligue-1,2016-10-02,14:00,Marseille @ Angers,Marseille,Angers,2.8,3.1,2.74,Angers,Angers,0.473,N,1,1,Draw,3.1
311,premier-league,2016-10-02,14:15,Manchester City @ Tottenham,Manchester City,Tottenham,2.44,3.41,3.02,Manchester City,Tottenham,0.434,Y,0,2,Tottenham,3.02
312,premier-league,2016-10-02,14:15,Southampton @ Leicester City,Southampton,Leicester City,3.03,3.29,2.5,Leicester City,Leicester City,0.423,N,0,0,Draw,3.29
